year,week,outbreak_starting_date,reporting_date,state,district,disease_illness_name,status,cases,deaths,unit,note
2025,7,2/10/2025,2/11/2025,Madhya Pradesh,Shahdol,Hepatitis A,Reported in Same Week,3,0,"cases in absolute number, deaths in absolute number",
2025,7,2/14/2025,2/14/2025,Maharashtra,Akola,Typhoid,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2025,7,2/12/2025,2/14/2025,Maharashtra,Amravati,Fever,Reported in Same Week,10,1,"cases in absolute number, deaths in absolute number",
2025,7,2/10/2025,2/10/2025,Maharashtra,Latur,Measles,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2025,7,2/10/2025,2/11/2025,Maharashtra,Wardha,Food Poisoning,Reported in Same Week,29,0,"cases in absolute number, deaths in absolute number",
2025,7,2/8/2025,2/10/2025,Maharashtra,Aurangabad,Fever,Reported in Same Week,18,2,"cases in absolute number, deaths in absolute number",
2025,7,2/8/2025,2/10/2025,Maharashtra,Bhandara,Acute Diarrheal Disease,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2025,7,2/8/2025,2/10/2025,Maharashtra,Nanded,Poisoning,Reported in Same Week,77,0,"cases in absolute number, deaths in absolute number",
2025,7,2/7/2025,2/10/2025,Maharashtra,Nagpur,Acute Diarrheal Disease,Reported in Same Week,51,0,"cases in absolute number, deaths in absolute number",
2025,7,2/13/2025,2/14/2025,Meghalaya,East Khasi Hills,Acute Diarrheal Disease,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2025,7,2/11/2025,2/11/2025,Odisha,Ganjam,Measles,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2025,7,2/10/2025,2/10/2025,Odisha,Anugul,Food Poisoning,Reported in Same Week,96,0,"cases in absolute number, deaths in absolute number",
2025,7,2/10/2025,2/11/2025,Odisha,Koraput,Acute Diarrheal Disease,Reported in Same Week,34,0,"cases in absolute number, deaths in absolute number",
2025,7,1/14/2025,,Odisha,Nabarangpur,Food Poisoning,Reported late,16,0,"cases in absolute number, deaths in absolute number",
2025,7,2/8/2025,2/12/2025,Rajasthan,Jalore,Acute Diarrheal Disease,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2025,7,2/13/2025,2/15/2025,Tamil Nadu,Dindigul,Mumps,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2025,7,2/11/2025,2/14/2025,Tamil Nadu,Villupuram,Chickenpox,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2025,7,2/10/2025,2/11/2025,Tamil Nadu,Sivaganga,Hepatitis A,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2025,7,2/11/2025,2/11/2025,Uttar Pradesh,Moradabad,Food Poisoning,Reported in Same Week,39,0,"cases in absolute number, deaths in absolute number",
2025,7,2/10/2025,2/11/2025,Uttar Pradesh,Ambedkar,Nagar,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2025,7,2/10/2025,2/13/2025,Uttar Pradesh,Muzaffarnagar,Food Poisoning,Reported in Same Week,29,0,"cases in absolute number, deaths in absolute number",
2025,7,2/4/2025,,Uttar Pradesh,Gautam Buddha Nagar,Acute Diarrheal Disease,Reported late,334,0,"cases in absolute number, deaths in absolute number",
2025,7,2/11/2025,2/12/2025,West Bengal,Medinipur West,Food Poisoning,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2025,6,2/6/2025,2/6/2025,Assam,Lakhimpur,Acute Diarrheal Disease,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2025,6,2/7/2025,2/7/2025,Bihar,Patna,Measles,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2025,6,1/29/2025,,Bihar,Purbi Champaran,Measles,Reported late,6,0,"cases in absolute number, deaths in absolute number",
2025,6,2/6/2025,2/6/2025,Gujarat,Tapi,Food Poisoning,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2025,6,2/6/2025,2/6/2025,Jammu and Kashmir,Srinagar,Hepatitis A,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2025,6,2/5/2025,2/6/2025,Jammu and Kashmir,Doda,Human Rabies,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2025,6,2/5/2025,2/5/2025,Jammu and Kashmir,Kulgam,Hepatitis A,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2025,6,2/7/2025,2/7/2025,Jharkhand,Koderma,Food Poisoning,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2025,6,2/6/2025,2/7/2025,Jharkhand,Dhanbad,Chickenpox,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2025,6,2/6/2025,2/7/2025,Jharkhand,Dumka,Measles,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2025,6,2/6/2025,2/8/2025,Jharkhand,Koderma,Typhoid,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2025,6,2/5/2025,2/6/2025,Jharkhand,Dumka,Chickenpox,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2025,6,2/4/2025,2/4/2025,Jharkhand,Giridih,Chickenpox,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2025,6,1/31/2025,2/7/2025,Jharkhand,Deoghar,Malaria,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2025,6,2/5/2025,2/5/2025,Karnataka,Bengaluru Urban,Acute Diarrheal Disease,Reported in Same Week,32,0,"cases in absolute number, deaths in absolute number",
2025,6,2/6/2025,2/7/2025,Kerala,Kottayam,Hepatitis A,Reported in Same Week,32,0,"cases in absolute number, deaths in absolute number",
2025,6,2/6/2025,2/6/2025,Kerala,Kozhikode,Food Poisoning,Reported in Same Week,76,0,"cases in absolute number, deaths in absolute number",
2025,6,2/6/2025,2/6/2025,Kerala,Malappuram,Hepatitis A,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2025,6,2/6/2025,2/6/2025,Kerala,Malappuram,Hepatitis A,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2025,6,2/5/2025,2/9/2025,Kerala,Kannur,Poisoning,Reported in Same Week,77,0,"cases in absolute number, deaths in absolute number",
2025,6,2/4/2025,2/4/2025,Kerala,Kasaragod,Food Poisoning,Reported in Same Week,55,0,"cases in absolute number, deaths in absolute number",
2025,6,2/3/2025,2/9/2025,Kerala,Kannur,Food Poisoning,Reported in Same Week,58,0,"cases in absolute number, deaths in absolute number",
2025,6,2/3/2025,2/4/2025,Kerala,Thrissur,Mumps,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2025,6,2/2/2025,2/4/2025,Kerala,Wayanad,Acute Diarrheal Disease,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2025,6,1/31/2025,2/6/2025,Kerala,Kottayam,Chickenpox,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2025,6,1/30/2025,2/3/2025,Kerala,Kannur,Acute Gastroenteritis,Reported in Same Week,1529,0,"cases in absolute number, deaths in absolute number",
2025,6,1/28/2025,,Kerala,Wayanad,Acute Diarrheal Disease,Reported late,11,0,"cases in absolute number, deaths in absolute number",
2025,6,2/8/2025,2/8/2025,Madhya Pradesh,Chhatarpur,Measles,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2025,6,2/5/2025,2/5/2025,Madhya Pradesh,Ashoknagar,Measles,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2025,6,2/3/2025,2/3/2025,Madhya Pradesh,Guna,Measles,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2025,6,2/3/2025,2/3/2025,Madhya Pradesh,Shivpuri,Acute Diarrheal Disease,Reported in Same Week,184,0,"cases in absolute number, deaths in absolute number",
2025,6,1/22/2025,,Madhya Pradesh,Bhopal,Hepatitis A,Reported late,11,1,"cases in absolute number, deaths in absolute number",
2025,6,2/5/2025,2/5/2025,Maharashtra,Kolhapur,Food Poisoning,Reported in Same Week,651,0,"cases in absolute number, deaths in absolute number",
2025,6,2/3/2025,2/4/2025,Maharashtra,Amravati,Acute Gastroenteritis,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2025,6,2/1/2025,2/6/2025,Maharashtra,Thane,Chikungunya,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2025,6,2/5/2025,2/5/2025,Meghalaya,North Garo Hills,Human Rabies,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2025,6,2/8/2025,2/9/2025,Odisha,Boudh,Chickenpox,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2025,6,2/4/2025,2/4/2025,Odisha,Sambalpur,Acute Gastroenteritis,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2025,6,2/3/2025,2/3/2025,Odisha,Cuttack,Acute Diarrheal Disease,Reported in Same Week,67,0,"cases in absolute number, deaths in absolute number",
2025,6,2/3/2025,2/4/2025,Punjab,Rupnagar,Chickenpox,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2025,6,1/31/2025,2/3/2025,Punjab,Faridkot,Hepatitis E,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2025,6,2/2/2025,2/3/2025,Rajasthan,Bharatpur,Food Poisoning,Reported in Same Week,77,0,"cases in absolute number, deaths in absolute number",
2025,6,2/5/2025,2/6/2025,Tamil Nadu,Madurai,Food Poisoning,Reported in Same Week,31,0,"cases in absolute number, deaths in absolute number",
2025,6,2/5/2025,2/6/2025,Tamil Nadu,Madurai,Chikungunya,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2025,6,2/4/2025,2/5/2025,Tamil Nadu,Tuticorin,Mumps,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2025,6,1/28/2025,,Tamil Nadu,Krishnagiri,Acute Diarrheal Disease,Reported late,28,0,"cases in absolute number, deaths in absolute number",
2025,6,2/7/2025,2/7/2025,West Bengal,Purulia,Typhoid,Reported in Same Week,32,0,"cases in absolute number, deaths in absolute number",
2025,5,1/27/2025,1/28/2025,Andhra Pradesh,Alluri Sitharama Raju,Fever with Rash,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2025,5,2/1/2025,2/1/2025,Assam,Dibrugarh,Acute Diarrheal Disease,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2025,5,1/30/2025,1/30/2025,Assam,Golaghat,Food Poisoning,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2025,5,1/30/2025,1/30/2025,Assam,Lakhimpur,Hepatitis A,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2025,5,1/29/2025,1/29/2025,Assam,Karimganj,Human Rabies,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2025,5,1/30/2025,1/30/2025,Bihar,Patna,Fever with Rash,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2025,5,1/27/2025,2/1/2025,Bihar,Begusarai,Fever with Rash,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2025,5,1/27/2025,1/29/2025,Bihar,Begusarai,Fever with Rash,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2025,5,1/16/2025,,Bihar,Samastipur,Fever with Rash,Reported late,22,0,"cases in absolute number, deaths in absolute number",
2025,5,1/29/2025,1/30/2025,Chhattisgarh,Balod,Acute Diarrheal Disease,Reported in Same Week,59,0,"cases in absolute number, deaths in absolute number",
2025,5,1/30/2025,1/30/2025,Gujarat,Tapi,Measles,Reported in Same Week,2,0,"cases in absolute number, deaths in absolute number",
2025,5,1/28/2025,1/28/2025,Gujarat,Jamnagar,Crimean Congo Haemandrhagic Fever (CCHF),Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2025,5,1/28/2025,1/29/2025,Jammu and Kashmir,Kulgam,Jaundice,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2025,5,1/26/2025,1/28/2025,Jammu and Kashmir,Anantnag,Hepatitis A,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2025,5,1/31/2025,1/31/2025,Jharkhand,Latehar,Food Poisoning,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2025,5,1/27/2025,1/27/2025,Jharkhand,Lohardaga,Japanese Encephalitis,Reported in Same Week,2,0,"cases in absolute number, deaths in absolute number",
2025,5,1/25/2025,1/27/2025,Jharkhand,Godda,Chickenpox,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2025,5,12/27/2024,,Jharkhand,Latehar,Paratyphoid,Reported late,14,0,"cases in absolute number, deaths in absolute number",
2025,5,1/30/2025,1/31/2025,Karnataka,Bidar,Chikungunya,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2025,5,1/28/2025,1/28/2025,Karnataka,Bagalkot,Chickenpox,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2025,5,1/27/2025,1/28/2025,Karnataka,Uttar Kannad,Acute Diarrheal Disease,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2025,5,1/28/2025,1/28/2025,Kerala,Wayanad,Acute Diarrheal Disease,Reported in Same Week,31,0,"cases in absolute number, deaths in absolute number",
2025,5,1/27/2025,1/28/2025,Kerala,Alappuzha,Food Poisoning,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2025,5,1/26/2025,1/30/2025,Kerala,Ernakulam,Food Poisoning,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2025,5,2/1/2025,2/1/2025,Madhya Pradesh,Burhanpur,Chickenpox,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2025,5,1/28/2025,1/28/2025,Madhya Pradesh,Khargone,Cholera,Reported in Same Week,69,0,"cases in absolute number, deaths in absolute number",
2025,5,1/26/2025,1/27/2025,Madhya Pradesh,East Nimar,Food Poisoning,Reported in Same Week,98,0,"cases in absolute number, deaths in absolute number",
2025,5,1/28/2025,1/29/2025,Maharashtra,Pune,Food Poisoning,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2025,5,1/28/2025,1/29/2025,Maharashtra,Sangli,Food Poisoning,Reported in Same Week,34,0,"cases in absolute number, deaths in absolute number",
2025,5,1/29/2025,1/29/2025,Manipur,Senapati,Food Poisoning,Reported in Same Week,28,0,"cases in absolute number, deaths in absolute number",
2025,5,1/31/2025,1/31/2025,Odisha,Boudh,Chickenpox,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2025,5,1/29/2025,1/29/2025,Odisha,Anugul,Diarrhoea,Reported in Same Week,31,0,"cases in absolute number, deaths in absolute number",
2025,5,1/29/2025,1/30/2025,Odisha,Kendujhar,Food Poisoning,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2025,5,1/29/2025,1/29/2025,Odisha,Nuapada,Food Poisoning,Reported in Same Week,38,0,"cases in absolute number, deaths in absolute number",
2025,5,1/21/2025,,Odisha,Ganjam,Acute Diarrheal Disease,Reported late,15,0,"cases in absolute number, deaths in absolute number",
2025,5,1/7/2025,,Odisha,Ganjam,Measles,Reported late,54,0,"cases in absolute number, deaths in absolute number",
2025,5,1/1/2025,,Punjab,Patiala,Hepatitis A,Reported late,27,0,"cases in absolute number, deaths in absolute number",
2025,5,1/31/2025,2/1/2025,Tamil Nadu,Coimbatore,Mumps,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2025,5,1/29/2025,1/30/2025,Tamil Nadu,Namakkal,Mumps,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2025,5,1/29/2025,1/29/2025,Tamil Nadu,Tirupathur,Mumps,Reported in Same Week,29,0,"cases in absolute number, deaths in absolute number",
2025,5,1/28/2025,1/29/2025,Tamil Nadu,Sivaganga,Mumps,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2025,5,1/28/2025,1/29/2025,Tamil Nadu,Thanjavur,Chickenpox,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2025,5,1/28/2025,1/29/2025,Tamil Nadu,Tuticorin,Hepatitis A,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2025,5,1/27/2025,1/27/2025,Tamil Nadu,Nagapattinam,Leptospirosis,Reported in Same Week,2,0,"cases in absolute number, deaths in absolute number",
2025,5,1/27/2025,1/29/2025,Tamil Nadu,Villupuram,Mumps,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2025,5,2/1/2025,2/1/2025,Uttar Pradesh,Farrukhabad,Food Poisoning,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2025,5,2/2/2025,2/2/2025,West Bengal,Hooghly,Cholera,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2025,4,1/21/2025,1/22/2025,Andhra Pradesh,Vizianagaram,Acute Diarrheal Disease,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2025,4,1/18/2025,1/20/2025,Arunachal Pradesh,East Kameng,,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2025,4,1/24/2025,1/24/2025,Assam,Tinsukia,Human Rabies,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2025,4,1/20/2025,1/20/2025,Assam,Bongaigaon,Acute Diarrheal Disease,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2025,4,1/14/2025,,Assam,Goalpara,Hepatitis A,Reported late,49,0,"cases in absolute number, deaths in absolute number",
2025,4,12/20/2024,1/20/2025,Assam,Hailakandi,Typhoid,Reported in Same Week,74,0,"cases in absolute number, deaths in absolute number",
2025,4,1/16/2025,,Bihar,Begusarai,Measles,Reported late,8,0,"cases in absolute number, deaths in absolute number",
2025,4,1/16/2025,,Bihar,Purbi Champaran,Fever with Rash,Reported late,21,0,"cases in absolute number, deaths in absolute number",
2025,4,1/19/2025,1/20/2025,Gujarat,Bharuch,Food Poisoning,Reported in Same Week,224,0,"cases in absolute number, deaths in absolute number",
2025,4,1/20/2025,1/20/2025,Haryana,Karnal,Typhoid,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2025,4,1/15/2025,,Jammu and Kashmir,Shopian,Hepatitis A,Reported late,34,0,"cases in absolute number, deaths in absolute number",
2025,4,1/25/2025,1/25/2025,Jharkhand,Garhwa,Malaria,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2025,4,1/21/2025,1/21/2025,Jharkhand,Giridih,Acute Diarrheal Disease,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2025,4,12/22/2024,1/22/2025,Jharkhand,Chatra,Typhoid,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2025,4,12/18/2024,,Jharkhand,Sahebganj,Measles,Reported late,7,0,"cases in absolute number, deaths in absolute number",
2025,4,1/25/2025,1/25/2025,Kerala,Kasaragod,Food Poisoning,Reported in Same Week,417,0,"cases in absolute number, deaths in absolute number",
2025,4,1/24/2025,1/25/2025,Kerala,Kannur,Food Poisoning,Reported in Same Week,35,0,"cases in absolute number, deaths in absolute number",
2025,4,1/23/2025,1/24/2025,Kerala,Kollam,Food Poisoning,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2025,4,1/22/2025,1/22/2025,Kerala,Palakkad,Acute Gastroenteritis (Norovirus),Reported in Same Week,115,0,"cases in absolute number, deaths in absolute number",
2025,4,1/22/2025,1/22/2025,Kerala,Pathanamthitta,Mumps,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2025,4,1/21/2025,1/21/2025,Kerala,Ernakulam,Dengue,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2025,4,1/21/2025,1/21/2025,Kerala,Ernakulam,Malaria,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2025,4,1/21/2025,1/23/2025,Kerala,Malappuram,Food Poisoning,Reported in Same Week,60,0,"cases in absolute number, deaths in absolute number",
2025,4,1/20/2025,1/21/2025,Kerala,Idukki,Mumps,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2025,4,1/20/2025,1/22/2025,Kerala,Kottayam,Hepatitis A,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2025,4,1/20/2025,1/21/2025,Kerala,Thiruvananthapuram,Food Poisoning,Reported in Same Week,113,0,"cases in absolute number, deaths in absolute number",
2025,4,1/20/2025,1/22/2025,Kerala,Wayanad,Food Poisoning,Reported in Same Week,48,0,"cases in absolute number, deaths in absolute number",
2025,4,1/20/2025,1/21/2025,Kerala,Wayanad,Mumps,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2025,4,1/18/2025,1/20/2025,Kerala,Ernakulam,Hepatitis A,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2025,4,1/15/2025,,Kerala,Thrissur,Food Poisoning,Reported late,107,0,"cases in absolute number, deaths in absolute number",
2025,4,1/1/2025,,Kerala,Ernakulam,Mumps,Reported late,11,0,"cases in absolute number, deaths in absolute number",
2025,4,1/22/2025,1/22/2025,Madhya Pradesh,Dhar,Chikungunya,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2025,4,1/19/2025,1/20/2025,Madhya Pradesh,Dindori,Acute Diarrheal Disease,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2025,4,1/26/2025,1/26/2025,Maharashtra,Nanded,Food Poisoning,Reported in Same Week,54,0,"cases in absolute number, deaths in absolute number",
2025,4,1/22/2025,1/23/2025,Maharashtra,Palghar,Dengue and Chikungunya,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2025,4,1/20/2025,1/22/2025,Maharashtra,Sangli,Food Poisoning,Reported in Same Week,29,0,"cases in absolute number, deaths in absolute number",
2025,4,1/17/2025,1/20/2025,Maharashtra,Osmanabad,Chickenpox,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2025,4,1/13/2025,,Maharashtra,Jalgaon,Measles,Reported late,17,0,"cases in absolute number, deaths in absolute number",
2025,4,1/17/2025,1/20/2025,Meghalaya,Eastern West Khasi Hills,Human Rabies,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2025,4,1/25/2025,1/25/2025,Odisha,Nuapada,Food Poisoning,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2025,4,1/24/2025,1/24/2025,Odisha,Nabarangpur,Acute Gastroenteritis (Norovirus),Reported in Same Week,127,0,"cases in absolute number, deaths in absolute number",
2025,4,1/22/2025,1/22/2025,Odisha,Cuttack,Acute Diarrheal Disease,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2025,4,1/22/2025,1/24/2025,Odisha,Kendujhar,Hepatitis A,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2025,4,1/20/2025,1/21/2025,Odisha,Rayagada,Food Poisoning,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2025,4,1/20/2025,1/20/2025,Odisha,Rayagada,Malaria,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2025,4,1/24/2025,1/25/2025,Tamil Nadu,Pudukkottai,Mumps,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2025,4,1/24/2025,1/25/2025,Tamil Nadu,Sivaganga,Mumps,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2025,4,1/23/2025,1/24/2025,Tamil Nadu,The Nilgiris,Hepatitis A,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2025,4,1/22/2025,1/23/2025,Tamil Nadu,Sivaganga,Mumps,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2025,4,1/21/2025,1/22/2025,Tamil Nadu,Thanjavur,Hepatitis A,Reported in Same Week,64,0,"cases in absolute number, deaths in absolute number",
2025,4,1/21/2025,1/22/2025,West Bengal,Medinipur West,Acute Diarrheal Disease,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2025,3,1/16/2025,1/18/2025,Assam,Sonitpur,Dysentery,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2025,3,1/12/2025,1/18/2025,Bihar,Champaran,Fever with Rash,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2025,3,1/10/2025,1/14/2025,Bihar,Jehanabad,Fever with Rash,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2025,3,12/16/2024,,Bihar,Bhagalpur,Paratyphoid,Reported late,8,0,"cases in absolute number, deaths in absolute number",
2025,3,1/19/2025,1/19/2025,Jammu and Kashmir,Kupwara,Acute Diarrheal Disease,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2025,3,1/14/2025,1/17/2025,Jammu and Kashmir,Udhampur,Hepatitis E,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2025,3,1/13/2025,1/15/2025,Karnataka,Davangere,Food Poisoning,Reported in Same Week,29,0,"cases in absolute number, deaths in absolute number",
2025,3,1/13/2025,1/16/2025,Karnataka,Hassan,Leptospirosis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2025,3,1/15/2025,1/18/2025,Kerala,Kannur,Food Poisoning,Reported in Same Week,86,0,"cases in absolute number, deaths in absolute number",
2025,3,1/15/2025,1/16/2025,Kerala,Kottayam,Food Poisoning,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2025,3,1/14/2025,1/14/2025,Kerala,Ernakulam,Hepatitis A,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2025,3,1/11/2025,1/14/2025,Kerala,Kannur,Mpox,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2025,3,1/11/2025,1/16/2025,Kerala,Thrissur,Mpox,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2025,3,1/10/2025,1/15/2025,Kerala,Malappuram,Food Poisoning,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2025,3,1/7/2025,,Kerala,Thrissur,Chickenpox,Reported late,21,0,"cases in absolute number, deaths in absolute number",
2025,3,1/6/2025,,Kerala,Ernakulam,Mumps,Reported late,22,0,"cases in absolute number, deaths in absolute number",
2025,3,12/30/2024,,Kerala,Pathanamthitta,Mpox,Reported late,1,0,"cases in absolute number, deaths in absolute number",
2025,3,1/2/2025,,Madhya Pradesh,Bhopal,Chickenpox,Reported late,19,0,"cases in absolute number, deaths in absolute number",
2025,3,1/14/2025,1/14/2025,Maharashtra,Buldhana,Acute Diarrheal Disease,Reported in Same Week,12,1,"cases in absolute number, deaths in absolute number",
2025,3,1/12/2025,1/13/2025,Maharashtra,Amravati,Food Poisoning,Reported in Same Week,133,0,"cases in absolute number, deaths in absolute number",
2025,3,1/17/2025,1/17/2025,Meghalaya,North Garo Hills,Chickenpox,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2025,3,1/17/2025,1/17/2025,Odisha,Koraput,Food Poisoning,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2025,3,1/16/2025,1/18/2025,Odisha,Dhenkanal,Acute Diarrheal Disease,Reported in Same Week,32,0,"cases in absolute number, deaths in absolute number",
2025,3,12/17/2024,,Rajasthan,Kota,Hepatitis A,Reported late,15,0,"cases in absolute number, deaths in absolute number",
2025,3,1/17/2025,1/17/2025,Tamil Nadu,Kallakurichi,Acute Diarrheal Disease,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2025,3,1/7/2025,,Uttar,Shamli,Human Rabies,Reported late,1,1,"cases in absolute number, deaths in absolute number",
2025,3,1/15/2025,1/15/2025,Uttar Pradesh,Shravasti,Chickenpox,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2025,3,1/14/2025,1/16/2025,West Bengal,24 Paraganas North,Food Poisoning,Reported in Same Week,31,0,"cases in absolute number, deaths in absolute number",
2025,3,1/13/2025,1/13/2025,West Bengal,Cooch Behar,Food Poisoning,Reported in Same Week,11,1,"cases in absolute number, deaths in absolute number",
